currenc,false,No,1,0,1,mixed
amid,false,No,1,0,1,mixed
grow,false,No,1,0,1,mixed
belief,false,No,1,0,1,mixed
that,false,No,1,0,1,mixed
interest,false,No,1,0,1,mixed
rate,false,No,1,0,1,mixed
europ,false,No,1,0,1,mixed
japan,false,No,1,0,1,mixed
will,false,No,1,0,1,mixed
soon,false,No,1,0,1,mixed
rise,false,No,1,0,1,mixed
dealer,false,No,1,0,1,mixed
said,false,No,1,0,1,mixed
other,false,Yes,1,0,1,mixed
market,false,Yes,1,0,1,mixed
grain,false,Yes,1,0,1,mixed
also,false,Yes,1,0,1,mixed
rose,false,Yes,1,0,1,mixed
crop,false,Yes,1,0,1,mixed
worri,false,Yes,1,0,1,mixed
coffe,false,Yes,1,0,1,mixed
crude,false,Yes,1,0,1,mixed
price,false,Yes,1,0,1,mixed
fell,false,Yes,1,0,1,mixed
swiss,false,Yes,5,1,0,mixed
pharmaceut,false,Yes,5,1,0,mixed
group,false,Yes,5,1,0,mixed
roch,false,Yes,5,1,0,mixed
hold,false,Yes,5,1,0,mixed
said,false,Yes,5,1,0,mixed
tuesdai,false,Yes,5,1,0,mixed
first,false,Yes,5,1,0,mixed
half,false,Yes,5,1,0,mixed
profit,false,Yes,5,1,0,mixed
rose,false,Yes,5,1,0,mixed
healthi,false,Yes,5,1,0,mixed
percent,false,Yes,5,1,0,mixed
forecast,false,Yes,5,1,0,mixed
higher,false,Yes,5,1,0,mixed
profit,false,Yes,5,1,0,mixed
full,false,Yes,5,1,0,mixed
year,false,Yes,5,1,0,mixed
analyst,false,Yes,5,1,0,mixed
market,false,Yes,5,1,0,mixed
were,false,Yes,5,1,0,mixed
slightli,false,Yes,5,1,0,mixed
disappoint,false,Yes,5,1,0,mixed
with,false,Yes,5,1,0,mixed
oper,false,Yes,5,1,0,mixed
perform,false,Yes,5,1,0,mixed
germani,true,Yes,2,0,1,mixed
german,true,Yes,2,0,1,mixed
bund,true,Yes,2,0,1,mixed
still,true,Yes,2,0,1,mixed
take,true,Yes,2,0,1,mixed
from,true,Yes,2,0,1,mixed
market,true,Yes,2,0,1,mixed
post,true,Yes,2,0,1,mixed
gain,true,Yes,2,0,1,mixed
near,true,Yes,2,0,1,mixed
tuesdai,true,Yes,2,0,1,mixed
session,true,Yes,2,0,1,mixed
were,true,Yes,2,0,1,mixed
high,true,Yes,2,0,1,mixed
reced,true,Yes,2,0,1,mixed
after,true,Yes,2,0,1,mixed
market,true,Yes,2,0,1,mixed
retreat,true,Yes,2,0,1,mixed
after,true,Yes,2,0,1,mixed
econom,true,Yes,2,0,1,mixed
data,true,Yes,2,0,1,mixed
coffe,false,No,0,0,0,mixed
ralli,false,No,0,0,0,mixed
then,false,No,0,0,0,mixed
pare,false,No,0,0,0,mixed
gain,false,No,0,0,0,mixed
world,false,Yes,1,0,0,mixed
coffe,false,Yes,1,0,0,mixed
price,false,Yes,1,0,0,mixed
have,false,Yes,1,0,0,mixed
been,false,Yes,1,0,0,mixed
trade,false,Yes,1,0,0,mixed
close,false,Yes,1,0,0,mixed
around,false,Yes,1,0,0,mixed
their,false,Yes,1,0,0,mixed
highest,false,Yes,1,0,0,mixed
year,false,Yes,1,0,0,mixed
tuesdai,false,Yes,1,0,0,mixed
sign,false,Yes,1,0,0,mixed
that,false,Yes,1,0,0,mixed
ralli,false,Yes,1,0,0,mixed
could,false,Yes,1,0,0,mixed
lose,false,Yes,1,0,0,mixed
momentum,false,Yes,1,0,0,mixed
ftse,false,Yes,1,0,0,mixed
lower,false,Yes,1,0,0,mixed
hold,false,Yes,1,0,0,mixed
abov,false,Yes,1,0,0,mixed
level,false,Yes,1,0,0,mixed
figur,true,Yes,6,3,1,mixed
were,true,Yes,6,3,1,mixed
better,true,Yes,6,3,1,mixed
than,true,Yes,6,3,1,mixed
financi,true,Yes,6,3,1,mixed
market,true,Yes,6,3,1,mixed
expect,true,Yes,6,3,1,mixed
although,true,Yes,6,3,1,mixed
some,true,Yes,6,3,1,mixed
economist,true,Yes,6,3,1,mixed
predict,true,Yes,6,3,1,mixed
that,true,Yes,6,3,1,mixed
healthier,true,Yes,6,3,1,mixed
tone,true,Yes,6,3,1,mixed
could,true,Yes,6,3,1,mixed
prove,true,Yes,6,3,1,mixed
short,true,Yes,6,3,1,mixed
live,true,Yes,6,3,1,mixed
with,true,Yes,6,3,1,mixed
rise,true,Yes,6,3,1,mixed
consum,true,Yes,6,3,1,mixed
demand,true,Yes,6,3,1,mixed
like,true,Yes,6,3,1,mixed
boost,true,Yes,6,3,1,mixed
import,true,Yes,6,3,1,mixed
come,true,Yes,6,3,1,mixed
month,true,Yes,6,3,1,mixed
treasuri,true,Yes,1,0,1,mixed
said,true,Yes,1,0,1,mixed
figur,true,Yes,1,0,1,mixed
demonstr,true,Yes,1,0,1,mixed
strength,true,Yes,1,0,1,mixed
export,true,Yes,1,0,1,mixed
growth,true,Yes,1,0,1,mixed
some,true,Yes,1,0,1,mixed
economist,true,Yes,1,0,1,mixed
found,true,Yes,1,0,1,mixed
them,true,Yes,1,0,1,mixed
puzzl,true,Yes,1,0,1,mixed
weak,false,Yes,6,0,3,mixed
survei,false,Yes,6,0,3,mixed
japanes,false,Yes,6,0,3,mixed
busi,false,Yes,6,0,3,mixed
sentiment,false,Yes,6,0,3,mixed
boost,false,Yes,6,0,3,mixed
dollar,false,Yes,6,0,3,mixed
wednesdai,false,Yes,6,0,3,mixed
european,false,Yes,6,0,3,mixed
bours,false,Yes,6,0,3,mixed
were,false,Yes,6,0,3,mixed
with,false,Yes,6,0,3,mixed
london,false,Yes,6,0,3,mixed
frankfurt,false,Yes,6,0,3,mixed
help,false,Yes,6,0,3,mixed
firm,false,Yes,6,0,3,mixed
wall,false,Yes,6,0,3,mixed
street,false,Yes,6,0,3,mixed
pari,false,Yes,6,0,3,mixed
down,false,Yes,6,0,3,mixed
currenc,false,Yes,6,0,3,mixed
strike,false,Yes,6,0,3,mixed
worri,false,Yes,6,0,3,mixed
dollar,false,No,7,1,2,mixed
trade,false,No,7,1,2,mixed
around,false,No,7,1,2,mixed
from,false,No,7,1,2,mixed
european,false,No,7,1,2,mixed
close,false,No,7,1,2,mixed
tuesdai,false,No,7,1,2,mixed
after,false,No,7,1,2,mixed
bank,false,No,7,1,2,mixed
japan,false,No,7,1,2,mixed
quarterli,false,No,7,1,2,mixed
corpor,false,No,7,1,2,mixed
survei,false,No,7,1,2,mixed
tankan,false,No,7,1,2,mixed
show,false,No,7,1,2,mixed
diffus,false,No,7,1,2,mixed
index,false,No,7,1,2,mixed
major,false,No,7,1,2,mixed
manufactur,false,No,7,1,2,mixed
import,false,No,7,1,2,mixed
gaug,false,No,7,1,2,mixed
busi,false,No,7,1,2,mixed
sentiment,false,No,7,1,2,mixed
fall,false,No,7,1,2,mixed
minu,false,No,7,1,2,mixed
seven,false,No,7,1,2,mixed
august,false,No,7,1,2,mixed
from,false,No,7,1,2,mixed
minu,false,No,7,1,2,mixed
three,false,No,7,1,2,mixed
previou,false,No,7,1,2,mixed
survei,false,No,7,1,2,mixed
price,false,No,0,0,1,mixed
ralli,false,No,0,0,1,mixed
product,false,No,0,0,1,mixed
stock,false,No,0,0,1,mixed
fall,false,No,0,0,1,mixed
tankan,false,Yes,1,0,0,mixed
boost,false,Yes,1,0,0,mixed
japan,false,Yes,1,0,0,mixed
govern,false,Yes,1,0,0,mixed
bond,false,Yes,1,0,0,mixed
pitfal,false,Yes,1,0,0,mixed
ahead,false,Yes,1,0,0,mixed
compuserv,false,Yes,3,2,0,mixed
predict,false,Yes,3,2,0,mixed
second,false,Yes,3,2,0,mixed
quarter,false,Yes,3,2,0,mixed
loss,false,Yes,3,2,0,mixed
said,false,Yes,3,2,0,mixed
earn,false,Yes,3,2,0,mixed
would,false,Yes,3,2,0,mixed
improv,false,Yes,3,2,0,mixed
second,false,Yes,3,2,0,mixed
half,false,Yes,3,2,0,mixed
fiscal,false,Yes,3,2,0,mixed
year,false,Yes,3,2,0,mixed
compani,false,No,0,0,0,mixed
said,false,No,0,0,0,mixed
would,false,No,0,0,0,mixed
percent,false,No,0,0,0,mixed
work,false,No,0,0,0,mixed
forc,false,No,0,0,0,mixed
part,false,No,0,0,0,mixed
cost,false,No,0,0,0,mixed
programm,false,No,0,0,0,mixed
expect,false,No,0,0,0,mixed
save,false,No,0,0,0,mixed
million,false,No,0,0,0,mixed
annual,false,No,0,0,0,mixed
basi,false,No,0,0,0,mixed
price,false,No,0,0,1,mixed
tumbl,false,No,0,0,1,mixed
suppli,false,No,0,0,1,mixed
increas,false,No,0,0,1,mixed
cocoa,false,No,0,0,1,mixed
gain,false,No,0,0,1,mixed
price,false,No,1,0,1,mixed
fell,false,No,1,0,1,mixed
tuesdai,false,No,1,0,1,mixed
after,false,No,1,0,1,mixed
govern,false,No,1,0,1,mixed
slaughter,false,No,1,0,1,mixed
figur,false,No,1,0,1,mixed
show,false,No,1,0,1,mixed
suppli,false,No,1,0,1,mixed
were,false,No,1,0,1,mixed
increas,false,No,1,0,1,mixed
while,false,No,1,0,1,mixed
cocoa,false,No,1,0,1,mixed
futur,false,No,1,0,1,mixed
rose,false,No,1,0,1,mixed
anticip,false,No,1,0,1,mixed
smaller,false,No,1,0,1,mixed
crop,false,No,1,0,1,mixed
oversea,false,No,1,0,1,mixed
higher,false,Yes,5,1,1,mixed
minimum,false,Yes,5,1,1,mixed
wage,false,Yes,5,1,1,mixed
sign,false,Yes,5,1,1,mixed
into,false,Yes,5,1,1,mixed
tuesdai,false,Yes,5,1,1,mixed
will,false,Yes,5,1,1,mixed
welcom,false,Yes,5,1,1,mixed
relief,false,Yes,5,1,1,mixed
million,false,Yes,5,1,1,mixed
worker,false,Yes,5,1,1,mixed
also,false,Yes,5,1,1,mixed
translat,false,Yes,5,1,1,mixed
into,false,Yes,5,1,1,mixed
higher,false,Yes,5,1,1,mixed
price,false,Yes,5,1,1,mixed
hamburg,false,Yes,5,1,1,mixed
pizza,false,Yes,5,1,1,mixed
other,false,Yes,5,1,1,mixed
fast,false,Yes,5,1,1,mixed
food,false,Yes,5,1,1,mixed
item,false,Yes,5,1,1,mixed
some,false,Yes,5,1,1,mixed
restaur,false,Yes,5,1,1,mixed
chain,false,Yes,5,1,1,mixed
said,false,Yes,5,1,1,mixed
feder,true,No,3,0,1,mixed
reserv,true,No,3,0,1,mixed
held,true,No,3,0,1,mixed
interest,true,No,3,0,1,mixed
rate,true,No,3,0,1,mixed
steadi,true,No,3,0,1,mixed
tuesdai,true,No,3,0,1,mixed
amid,true,No,3,0,1,mixed
sign,true,No,3,0,1,mixed
economi,true,No,3,0,1,mixed
slow,true,No,3,0,1,mixed
from,true,No,3,0,1,mixed
burst,true,No,3,0,1,mixed
growth,true,No,3,0,1,mixed
second,true,No,3,0,1,mixed
quarter,true,No,3,0,1,mixed
without,true,No,3,0,1,mixed
inflat,true,No,3,0,1,mixed
heat,true,No,3,0,1,mixed
feder,true,No,3,0,1,mixed
reserv,true,No,3,0,1,mixed
held,true,No,3,0,1,mixed
interest,true,No,3,0,1,mixed
rate,true,No,3,0,1,mixed
steadi,true,No,3,0,1,mixed
tuesdai,true,No,3,0,1,mixed
amid,true,No,3,0,1,mixed
sign,true,No,3,0,1,mixed
economi,true,No,3,0,1,mixed
slow,true,No,3,0,1,mixed
from,true,No,3,0,1,mixed
burst,true,No,3,0,1,mixed
growth,true,No,3,0,1,mixed
second,true,No,3,0,1,mixed
quarter,true,No,3,0,1,mixed
without,true,No,3,0,1,mixed
inflat,true,No,3,0,1,mixed
heat,true,No,3,0,1,mixed
kansa,false,No,3,0,1,mixed
arizona,false,No,3,0,1,mixed
file,false,No,3,0,1,mixed
lawsuit,false,No,3,0,1,mixed
tuesdai,false,No,3,0,1,mixed
against,false,No,3,0,1,mixed
major,false,No,3,0,1,mixed
tobacco,false,No,3,0,1,mixed
compani,false,No,3,0,1,mixed
recov,false,No,3,0,1,mixed
medicaid,false,No,3,0,1,mixed
cost,false,No,3,0,1,mixed
smoke,false,No,3,0,1,mixed
relat,false,No,3,0,1,mixed
join,false,No,3,0,1,mixed
grow,false,No,3,0,1,mixed
list,false,No,3,0,1,mixed
state,false,No,3,0,1,mixed
citi,false,No,3,0,1,mixed
take,false,No,3,0,1,mixed
tobacco,false,No,3,0,1,mixed
court,false,No,3,0,1,mixed
surpris,true,No,4,1,1,mixed
that,true,No,4,1,1,mixed
feder,true,No,4,1,1,mixed
reserv,true,No,4,1,1,mixed
felt,true,No,4,1,1,mixed
justifi,true,No,4,1,1,mixed
hand,true,No,4,1,1,mixed
sinc,true,No,4,1,1,mixed
there,true,No,4,1,1,mixed
have,true,No,4,1,1,mixed
been,true,No,4,1,1,mixed
mani,true,No,4,1,1,mixed
signal,true,No,4,1,1,mixed
economi,true,No,4,1,1,mixed
said,true,No,4,1,1,mixed
bill,true,No,4,1,1,mixed
chenei,true,No,4,1,1,mixed
chief,true,No,4,1,1,mixed
economist,true,No,4,1,1,mixed
boston,true,No,4,1,1,mixed
base,true,No,4,1,1,mixed
john,true,No,4,1,1,mixed
hancock,true,No,4,1,1,mixed
financi,true,No,4,1,1,mixed
servic,true,No,4,1,1,mixed
britain,false,No,4,0,1,mixed
ftse,false,No,4,0,1,mixed
stock,false,No,4,0,1,mixed
index,false,No,4,0,1,mixed
which,false,No,4,0,1,mixed
sank,false,No,4,0,1,mixed
lowest,false,No,4,0,1,mixed
level,false,No,4,0,1,mixed
year,false,No,4,0,1,mixed
month,false,No,4,0,1,mixed
chalk,false,No,4,0,1,mixed
record,false,No,4,0,1,mixed
close,false,No,4,0,1,mixed
high,false,No,4,0,1,mixed
tuesdai,false,No,4,0,1,mixed
retail,false,No,4,0,1,mixed
stock,false,No,4,0,1,mixed
german,false,No,2,0,0,mixed
share,false,No,2,0,0,mixed
were,false,No,2,0,0,mixed
rangebound,false,No,2,0,0,mixed
bours,false,No,2,0,0,mixed
trade,false,No,2,0,0,mixed
tuesdai,false,No,2,0,0,mixed
with,false,No,2,0,0,mixed
highlight,false,No,2,0,0,mixed
shift,false,No,2,0,0,mixed
interest,false,No,2,0,0,mixed
from,false,No,2,0,0,mixed
chemic,false,No,2,0,0,mixed
sector,false,No,2,0,0,mixed
into,false,No,2,0,0,mixed
util,false,No,2,0,0,mixed
stock,false,No,2,0,0,mixed
orang,false,Yes,2,0,0,mixed
telecom,false,Yes,2,0,0,mixed
group,false,Yes,2,0,0,mixed
loss,false,Yes,2,0,0,mixed
grow,false,Yes,2,0,0,mixed
futur,false,Yes,2,0,0,mixed
bright,false,Yes,2,0,0,mixed
british,false,Yes,4,0,0,mixed
mobil,false,Yes,4,0,0,mixed
telephon,false,Yes,4,0,0,mixed
group,false,Yes,4,0,0,mixed
orang,false,Yes,4,0,0,mixed
said,false,Yes,4,0,0,mixed
tuesdai,false,Yes,4,0,0,mixed
loss,false,Yes,4,0,0,mixed
expand,false,Yes,4,0,0,mixed
percent,false,Yes,4,0,0,mixed
million,false,Yes,4,0,0,mixed
pound,false,Yes,4,0,0,mixed
million,false,Yes,4,0,0,mixed
first,false,Yes,4,0,0,mixed
half,false,Yes,4,0,0,mixed
year,false,Yes,4,0,0,mixed
although,false,Yes,4,0,0,mixed
subscrib,false,Yes,4,0,0,mixed
base,false,Yes,4,0,0,mixed
revenu,false,Yes,4,0,0,mixed
both,false,Yes,4,0,0,mixed
grew,false,Yes,4,0,0,mixed
orang,false,No,2,1,2,mixed
whose,false,No,2,1,2,mixed
share,false,No,2,1,2,mixed
have,false,No,2,1,2,mixed
fallen,false,No,2,1,2,mixed
well,false,No,2,1,2,mixed
below,false,No,2,1,2,mixed
level,false,No,2,1,2,mixed
which,false,No,2,1,2,mixed
thei,false,No,2,1,2,mixed
were,false,No,2,1,2,mixed
offer,false,No,2,1,2,mixed
public,false,No,2,1,2,mixed
march,false,No,2,1,2,mixed
said,false,No,2,1,2,mixed
loss,false,No,2,1,2,mixed
expect,false,No,2,1,2,mixed
point,false,No,2,1,2,mixed
steadi,false,No,2,1,2,mixed
gain,false,No,2,1,2,mixed
subscrib,false,No,2,1,2,mixed
revenu,false,No,2,1,2,mixed
proof,false,No,2,1,2,mixed
underli,false,No,2,1,2,mixed
health,false,No,2,1,2,mixed
busi,false,No,2,1,2,mixed
nation,false,No,4,0,0,mixed
second,false,No,4,0,0,mixed
largest,false,No,4,0,0,mixed
retail,false,No,4,0,0,mixed
subleas,false,No,4,0,0,mixed
space,false,No,4,0,0,mixed
auto,false,No,4,0,0,mixed
centr,false,No,4,0,0,mixed
pensk,false,No,4,0,0,mixed
which,false,No,4,0,0,mixed
transpor,false,No,4,0,0,mixed
magnat,false,No,4,0,0,mixed
roger,false,No,4,0,0,mixed
pensk,false,No,4,0,0,mixed
bskyb,false,No,2,0,1,mixed
share,false,No,2,0,1,mixed
shed,false,No,2,0,1,mixed
seven,false,No,2,0,1,mixed
penc,false,No,2,0,1,mixed
earli,false,No,2,0,1,mixed
trade,false,No,2,0,1,mixed
have,false,No,2,0,1,mixed
climb,false,No,2,0,1,mixed
record,false,No,2,0,1,mixed
high,false,No,2,0,1,mixed
recent,false,No,2,0,1,mixed
annual,true,No,3,0,0,mixed
turnov,true,No,3,0,0,mixed
climb,true,No,3,0,0,mixed
more,true,No,3,0,0,mixed
than,true,No,3,0,0,mixed
billion,true,No,3,0,0,mixed
pound,true,No,3,0,0,mixed
number,true,No,3,0,0,mixed
subscrib,true,No,3,0,0,mixed
britain,true,No,3,0,0,mixed
ireland,true,No,3,0,0,mixed
rose,true,No,3,0,0,mixed
million,true,No,3,0,0,mixed
bskyb,true,No,3,0,0,mixed
which,true,No,3,0,0,mixed
rupert,true,No,3,0,0,mixed
murdoch,true,No,3,0,0,mixed
corp,true,No,3,0,0,mixed
percent,true,No,3,0,0,mixed
stake,true,No,3,0,0,mixed
gainer,false,Yes,4,0,1,mixed
outweigh,false,Yes,4,0,1,mixed
declin,false,Yes,4,0,1,mixed
margin,false,Yes,4,0,1,mixed
volum,false,Yes,4,0,1,mixed
subdu,false,Yes,4,0,1,mixed
million,false,Yes,4,0,1,mixed
share,false,Yes,4,0,1,mixed
remain,false,Yes,4,0,1,mixed
outcom,false,Yes,4,0,1,mixed
interest,false,Yes,4,0,1,mixed
rate,false,Yes,4,0,1,mixed
feder,false,Yes,4,0,1,mixed
open,false,Yes,4,0,1,mixed
market,false,Yes,4,0,1,mixed
committe,false,Yes,4,0,1,mixed
which,false,Yes,4,0,1,mixed
meet,false,Yes,4,0,1,mixed
london,false,Yes,4,0,1,mixed
market,false,Yes,4,0,1,mixed
close,false,Yes,4,0,1,mixed
silver,false,Yes,2,0,1,mixed
month,false,Yes,2,0,1,mixed
high,false,Yes,2,0,1,mixed
gold,false,Yes,2,0,1,mixed
orang,false,Yes,1,0,0,mixed
loss,false,Yes,1,0,0,mixed
widen,false,Yes,1,0,0,mixed
subscrib,false,Yes,1,0,0,mixed
overal,false,No,2,0,1,mixed
share,false,No,2,0,1,mixed
gain,false,No,2,0,1,mixed
ground,false,No,2,0,1,mixed
while,false,No,2,0,1,mixed
fell,false,No,2,0,1,mixed
held,false,No,2,0,1,mixed
steadi,false,No,2,0,1,mixed
polish,false,Yes,0,0,0,mixed
unit,false,Yes,0,0,0,mixed
fiat,false,Yes,0,0,0,mixed
market,false,Yes,0,0,0,mixed
with,false,Yes,0,0,0,mixed
unit,false,Yes,0,0,0,mixed
sold,false,Yes,0,0,0,mixed
market,false,Yes,0,0,0,mixed
share,false,Yes,0,0,0,mixed
shrank,false,Yes,0,0,0,mixed
percent,false,Yes,0,0,0,mixed
year,false,Yes,0,0,0,mixed
from,false,Yes,0,0,0,mixed
percent,false,Yes,0,0,0,mixed
polish,false,No,0,0,1,mixed
share,false,No,0,0,1,mixed
extend,false,No,0,0,1,mixed
ralli,false,No,0,0,1,mixed
lose,false,No,0,0,1,mixed
steam,false,No,0,0,1,mixed
polish,true,Yes,6,1,1,mixed
share,true,Yes,6,1,1,mixed
